-4.8638967998000437e-01,8.6592334495062595e-01,1.1662506430209138e-01,-2.4568040506284023e+00,4.5592017575800616e+00,6.1989223219663681e-01,-4.8620473834716599e-01,8.6596292424992516e-01,1.1710025789638900e-01,-2.4603369914578073e+00,4.5546393608474274e+00,6.0824867641134506e-01
-3.5433719904845989e-01,3.1454509929481289e-01,8.8062879731139154e-01,-1.9810963571756413e+00,1.6140204417858164e+00,4.8395135470066837e+00,-3.5494582353583359e-01,3.1440983643792170e-01,8.8043173405200037e-01,-1.9794116642085269e+00,1.6018780352756730e+00,4.8553987705347987e+00
-1.3820798823953048e-01,9.6098924799809060e-01,-2.3957949178685287e-01,-4.1934498144694282e-01,5.4563165424809492e+00,-1.6920981912577613e+00,-1.3566129170380647e-01,9.6156530253373684e-01,-2.3870634401572843e-01,-4.0241272659314131e-01,5.4381647571875442e+00,-1.6842352757310814e+00
-4.3675567850841296e-01,-7.2151303920060195e-01,5.3727422837426897e-01,-2.7174491649320967e+00,-4.1343375046007669e+00,3.1034708783764478e+00,-4.3711109769484113e-01,-7.2079312689696917e-01,5.3795003494753402e-01,-2.7268948643796431e+00,-4.1406111438728290e+00,3.1037050451094301e+00
-9.3253120919840349e-01,-3.2256290844611563e-01,1.6229194259342206e-01,-5.2034330221348917e+00,-1.8148727650966503e+00,5.3335116758641454e-01,-9.3326743739246854e-01,-3.2093808045396310e-01,1.6126488313745407e-01,-5.2152308188008760e+00,-1.8040505696789113e+00,5.1581469822127324e-01
-5.4700702174782297e-02,9.8753830097672624e-01,1.4756587703580604e-01,-4.8137475824282167e-01,5.4106903726647673e+00,1.2873972512944691e+00,-5.7497612897293313e-02,9.8732353004194384e-01,1.4791224934557293e-01,-5.0830053079590043e-01,5.4026163861273808e+00,1.2908238343546647e+00
-5.1706289391277993e-01,8.4207340951469301e-01,-1.5348838445902288e-01,-2.8594358839702334e+00,4.4384053594391402e+00,-1.3151243094279044e+00,-5.1511125077829634e-01,8.4292908734011762e-01,-1.5531714335516733e-01,-2.8354107476677330e+00,4.4409056531526696e+00,-1.3224167125797848e+00
-9.7251887802567172e-01,2.2402085122191984e-01,6.3423737611835770e-02,-5.3328550308275737e+00,9.9671847639551059e-01,1.9148521160185600e-01,-9.7257481634679643e-01,2.2419574929263983e-01,6.1911653850752181e-02,-5.3355092951131571e+00,1.0023736415586619e+00,1.8522442856816212e-01
-4.0899480656838727e-01,5.8485978582933817e-01,7.0047252295771611e-01,-2.1949031509036656e+00,3.1775192937017689e+00,3.7300104856746175e+00,-4.0877426639008690e-01,5.8501712561892283e-01,7.0046981717110302e-01,-2.1914338689286383e+00,3.1734583309247140e+00,3.7310589545956976e+00
-8.2438511003577075e-01,-3.9705783247626553e-01,-4.0340343607802825e-01,-4.5548203337860720e+00,-2.8892426728275478e+00,-2.1700010156757537e+00,-8.2232809009671792e-01,-3.9886418164434478e-01,-4.0579640281784968e-01,-4.5517525324908714e+00,-2.9004381929586960e+00,-2.1877720501186877e+00
-2.2451701709757640e-01,9.1561270418878882e-01,3.3353428218955278e-01,-1.1636061280390748e+00,4.7575861545423583e+00,1.9761551624340079e+00,-2.2555870769534331e-01,9.1514354106053741e-01,3.3411608363818668e-01,-1.1837840467965035e+00,4.7469247125672425e+00,1.9828761393640375e+00
-3.4205291077030847e-01,7.6533677005599932e-01,-5.4521535828588852e-01,-2.0305181859781816e+00,4.0996747758220122e+00,-2.9259997367420567e+00,-3.4249035762806646e-01,7.6466975470709397e-01,-5.4587526203593750e-01,-2.0327940139786884e+00,4.1003937911627828e+00,-2.9391511697478006e+00
9.8323505221431517e-01,1.8180723639477528e-01,1.3930928865520662e-02,5.6391098602627920e+00,7.6893289094984496e-01,1.6421304394780609e-01,9.8326448195052940e-01,1.8151561364845081e-01,1.5481012693707524e-02,5.6485859137435970e+00,7.7349058676025917e-01,1.7167210025125135e-01
7.1690285256341113e-01,-5.6575754834365410e-01,-4.0739283727702136e-01,3.8005024406980610e+00,-3.1426673225715747e+00,-2.1578612632561764e+00,7.1704395924799669e-01,-5.6600864098996395e-01,-4.0679474621129841e-01,3.7900599013591605e+00,-3.1460715961745040e+00,-2.1525911689297992e+00
